,features,labels
126,Complete Road has been dug up by utility  service providers. This a new resurfaced Road executed under Major Repairs by Road Department(MCGM) in the month of May 2016.,"71    Tarring Or Asphalting Of Existing Road
Name: title, dtype: object"
127,"Number of Illegal Banners have been put at Kalina,H/East Ward in voilation of High Court order. No action by H/East Ward officials inspite of complaint.","66    Removal Of Illegal Posters And Hoardings
Name: title, dtype: object"
128,It just doesn\'t feel like i\'m driving on an \'express highway\',"70    Fixing/Reparing Potholes
Name: title, dtype: object"
129,Too risky for Two wheelers and riskshaws to drive,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
130,There are potholes in the entire Stretch of Tareo right from Mumbai Central till Haji Ali. Both sides of the roads are filled with potholes. This creates a lot of traffic and makes it very difficult to drive on that road.,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
131,Due to slums in opposite of our building there is ample of bike and auto rickshaw being Park in front and side of our building gate as well during night time it\'s nuisance please do the needful.,"101    Parking On Footpath
Name: title, dtype: object"
132,All across the highway from govandi to panvel,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
133,"Near my Area people throw garbage Day and night, Mostly at night on Roads near the bikes and Gates. We don't have permanent Dustbins. Authorities are useless and are not at all bothered. Roads are in the worst conditions potholes and crooked roads. People defecate in the sea, we face lots off problems while breathing and the sea is shit to smell. Plz For the love of God help us!","44    Clearance Of Garbage Dump Or Black Spot
Name: title, dtype: object"
134,Kitne sare bade bade Hole\'s hai road pe sctooy slow slow chalana padta hai thoda b fast chalaye toh gir jayenge aur apne hath pair thod lenge plz kuch kariye aa k dekho aap log,"71    Tarring Or Asphalting Of Existing Road
Name: title, dtype: object"
135,"Brijwasi sweets, natural icecream etc has 7 sub tenents under their shop and the same creates lots of dirt, garbage, hapazard parking and blocking of the road.\nEntire eateries opp dmart also creates lots of filth and garbage along with lot and lots of traffic nuisance, \n\nMany hawkers doesnt clean the area of their hawking and this creates lots of garbage,\n\nIllegal parkings of mobile eateries, private car parkings on the roads blocks the road and create huge parking issues along with traffic and honking","68    Management Of Hawkers and Vendors
Name: title, dtype: object"
136,Very dirty and unhygeinic place. People throw all kinds of garbage at the same place,"44    Clearance Of Garbage Dump Or Black Spot
Name: title, dtype: object"
137,"Today morning after so many years, I visited my opposite building to search a bitten dog to treat him .while searching the dog i saw that the bldg area was cover with garbage I\'m wondering how people are surveying there. As I m a younger and it not my society so can\'t tell then if you would help that will be great !!! . I believe in clean India and green India would be glad if someone will look  into this matter . I will  also help my best to continue spreading this message and website . \nThank you it\'s a genius taught.","44    Clearance Of Garbage Dump Or Black Spot
Name: title, dtype: object"
138,Non maintaining basement of ground floor of each buulding,"141    Maintenance/Renovation Of Heritage Sites
Name: title, dtype: object"
139,"I live at Raje shivaji nagar, Tunga gaon, Powai. We have garbage bin made by corporator which is not sufficient for people and hence it results in garbage on road which cause diseases or BMC Garbage collector is not cleaning the bin properly which makes very dirty and remaining garbage comes on road which stuck the road. My humble request to do something about this issue. I have solution that we can keep a big bin till the road where all people will throw a garbage and garbage collector can also collect a garbage properly. Still if people not throw garbage then have to make it strict.","44    Clearance Of Garbage Dump Or Black Spot
Name: title, dtype: object"
140,There is lot of garbage all along km munshi marg and are ranganekar marg.  the mandatory cleaning of roads is not being done,"44    Clearance Of Garbage Dump Or Black Spot
Name: title, dtype: object"
141,One speed breaker is broken \nthe road can barely be called a road,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
142,"Everywhere pile of Garbage lying around in Lanes, no permanent Dustbins, Bad Air and Smelly Weather. Open Defecation on sea shores, useless Authority having no look out! Plz For the Love of God help us! Jai Hind!","44    Clearance Of Garbage Dump Or Black Spot
Name: title, dtype: object"
143,The tiling work on the footpath outside our building is very poor and hence it is unsuitable for people to walk on it. My request is to get the tiling work on the footpath as soon as possible so that we residents can use the footpath.,"69    Construction of new footpaths
Name: title, dtype: object"
144,On western express higway from dahisar to bandra,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
145,Potholes,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
146,"The entire area is a victim of noise pollution in and around the Kanderpada, link road area, especially during all festivals and functions throughout the year, with loud noise caused by DJ music, loudspeakers, deafening beating of drums and bursting of crackers. The perpetrators need to be penalised in order to ensure discipline going further.","63    Noise Pollution
Name: title, dtype: object"
147,Lots of bad roads in the mahim area,"71    Tarring Or Asphalting Of Existing Road
Name: title, dtype: object"
148,Potholes all around before toll naka,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
149,"We have a lot of potholes and damaged roads on random locations on entire Sion Panvel Highway.. My car tires busted on one of the potholes near DY Patil Stadium.. The streach has become extremely dangerous for travelers and also caused heavy traffic jams. The link of road near Hyundai showroom which connects Vashi, turbe  and Panvel is also damages and is never properly repaired..","70    Fixing/Reparing Potholes
Name: title, dtype: object"
150,Polution,"44    Clearance Of Garbage Dump Or Black Spot
Name: title, dtype: object"
151,It is noticed that road repair is not done in a correct manner and under lack of supervision of expert engineer and or concerned authority.\n\nit is advised to inspect the road repair after completing the work.,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
152,"Basically the whole western express highway is full of potholes, it gets really dangerous to ride at 60kmph+ with inadequate visiblility, if we slow down, there would be a chance that us bikers will get rear ended, im always concentrating on the potholes while riding, and I eventually ignore to look whats ahead of mine ( turns, cars ) this is really dangerous, both for the drivers and the peds, dogs other animals, if speed kills, potholes do too.","70    Fixing/Reparing Potholes
Name: title, dtype: object"
153,Because of illegal dusbin people go on throwing the garbage on the road n make the area more durty n unhygienic to live as whole area smells bad . And castle\'s feed on tgis garbage.,"44    Clearance Of Garbage Dump Or Black Spot
Name: title, dtype: object"
154,BMC authorities are totally careless and not bothered residents suffering in this area.,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
155,The potholes and irregularities on the roads of Shivani park and mahim/dadar are creating a severe inconvenience for the residents. Please get it fixed asap.,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
156,"No system for garbage, bad toilets, blocked drainage","44    Clearance Of Garbage Dump Or Black Spot
Name: title, dtype: object"
157,Please fix them,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
158,Due to increase in potholes and patches created by laying the tar+stones the substance doesn\'t stay for a longer time. You guys can add new technologies developed for Robust coatings and construction of roads by NanoTek India. You can contact them on +919773987963 to see the stuff which they have.,"70    Fixing/Reparing Potholes
Name: title, dtype: object"
